4.14375e-07 1.79729e-23 1.03174e-22 2.37043e-22 3.11828e-22 3.68973e-22
6.5674e-07 7.15514e-23 4.10742e-22 9.43689e-22 1.24152e-21 1.46958e-21
1.04086e-06 2.84851e-22 1.63519e-21 3.75692e-21 4.94316e-21 5.8541e-21
1.64966e-06 1.13401e-21 6.50978e-21 1.49567e-20 1.96822e-20 2.33247e-20
2.61453e-06 4.51451e-21 2.59158e-20 5.95449e-20 7.83726e-20 9.29597e-20
4.14375e-06 1.79704e-20 1.03173e-19 2.37059e-19 3.12094e-19 3.70634e-19
6.5674e-06 7.12644e-20 4.10237e-19 9.42865e-19 1.24182e-18 1.47718e-18
1.04086e-05 2.65363e-19 1.56327e-18 3.60838e-18 4.76019e-18 5.65951e-18
1.64966e-05 8.11883e-19 4.98605e-18 1.1619e-17 1.53541e-17 1.80339e-17
2.61453e-05 2.00322e-18 1.27138e-17 2.98624e-17 3.94067e-17 4.50872e-17
4.14375e-05 4.28951e-18 2.77402e-17 6.54338e-17 8.59307e-17 9.46596e-17
6.5674e-05 8.51263e-18 5.55748e-17 1.313e-16 1.71087e-16 1.79155e-16
0.000104086 1.62706e-17 1.06702e-16 2.52096e-16 3.24913e-16 3.17925e-16
0.000164966 3.05458e-17 2.00727e-16 4.73763e-16 6.01597e-16 5.37233e-16
0.000261453 5.68643e-17 3.73978e-16 8.81086e-16 1.09638e-15 8.66595e-16
0.000414375 1.05443e-16 6.93591e-16 1.62983e-15 1.97236e-15 1.33128e-15
0.00065674 1.95162e-16 1.28352e-15 3.00536e-15 3.49931e-15 1.9454e-15
0.00104086 3.60912e-16 2.37253e-15 5.52879e-15 6.10153e-15 2.71158e-15
0.00164966 6.67158e-16 4.38262e-15 1.01477e-14 1.0399e-14 3.62432e-15
0.00261453 1.23302e-15 8.09175e-15 1.85752e-14 1.72075e-14 4.6761e-15
0.00414375 2.27855e-15 1.4933e-14 3.38819e-14 2.74648e-14 5.87643e-15
0.0065674 4.21029e-15 2.75434e-14 6.15064e-14 4.21154e-14 7.27525e-15
0.0104086 7.77915e-15 5.07685e-14 1.10914e-13 6.20701e-14 8.95919e-15
0.0164966 1.43719e-14 9.34954e-14 1.98156e-13 8.82395e-14 1.10228e-14
0.0261453 2.65489e-14 1.71981e-13 3.49437e-13 1.21437e-13 1.3561e-14
0.0414375 4.90357e-14 3.15856e-13 6.05174e-13 1.6216e-13 1.66836e-14
0.065674 9.05511e-14 5.78866e-13 1.02274e-12 2.10546e-13 2.05252e-14
0.104086 1.67171e-13 1.05781e-12 1.67457e-12 2.66844e-13 2.52514e-14
0.164966 3.08517e-13 1.92533e-12 2.63953e-12 3.32372e-13 3.10658e-14
0.261453 5.69112e-13 3.48482e-12 3.99296e-12 4.10245e-13 3.82187e-14
0.414375 1.04919e-12 6.25842e-12 5.80552e-12 5.04925e-13 4.70184e-14
0.65674 1.93268e-12 1.11166e-11 8.14577e-12 6.21196e-13 5.78435e-14
1.04086 3.55634e-12 1.94437e-11 1.10692e-11 7.64222e-13 7.11599e-14
1.64966 6.53463e-12 3.32884e-11 1.46039e-11 9.40168e-13 8.75399e-14
2.61453 1.19838e-11 5.53731e-11 1.87626e-11 1.1566e-12 1.07687e-13
4.14375 2.1919e-11 8.87883e-11 2.35948e-11 1.42283e-12 1.32463e-13
6.5674 3.9945e-11 1.36397e-10 2.92596e-11 1.75027e-12 1.62929e-13
10.4086 7.24273e-11 2.00504e-10 3.60566e-11 2.15296e-12 2.00377e-13
16.4966 1.30394e-10 2.8334e-10 4.43622e-11 2.64807e-12 2.46392e-13
26.1453 2.32414e-10 3.87618e-10 5.45693e-11 3.25664e-12 3.02896e-13
41.4375 4.08441e-10 5.16219e-10 6.71195e-11 4.00434e-12 3.72215e-13
65.674 7.03704e-10 6.71719e-10 8.25465e-11 4.92236e-12 4.57138e-13
104.086 1.17985e-09 8.56553e-10 1.01502e-10 6.04837e-12 5.60958e-13
164.966 1.90837e-09 1.07423e-09 1.24778e-10 7.42741e-12 6.87486e-13
261.453 2.9535e-09 1.33156e-09 1.53332e-10 9.11257e-12 8.40969e-13
414.375 4.35482e-09 1.64034e-09 1.88313e-10 1.11649e-11 1.02586e-12
656.74 6.13201e-09 2.01614e-09 2.31075e-10 1.3652e-11 1.24627e-12
1040.86 8.30856e-09 2.47582e-09 2.83186e-10 1.66436e-11 1.50498e-12
1649.66 1.09185e-08 3.03746e-09 3.46391e-10 2.02023e-11 1.80162e-12
