0.1	1.2885e-13
0.104713	1.23055e-13
0.109648	1.00825e-12
0.114815	3.48685e-12
0.120226	8.47371e-12
0.125893	1.6977e-11
0.131826	3.01083e-11
0.138038	4.90961e-11
0.144544	7.52955e-11
0.151356	1.10206e-10
0.158489	1.55484e-10
0.165959	2.12958e-10
0.17378	2.84662e-10
0.18197	3.72826e-10
0.190546	4.79931e-10
0.199526	6.08719e-10
0.20893	7.62194e-10
0.218776	9.43748e-10
0.229087	1.15703e-09
0.239883	1.40613e-09
0.251189	1.6956e-09
0.263027	2.03033e-09
0.275423	2.41589e-09
0.288403	2.8583e-09
0.301995	3.36413e-09
0.316228	3.94102e-09
0.331131	4.59678e-09
0.346737	5.34034e-09
0.363078	6.18178e-09
0.380189	7.13144e-09
0.398107	8.20144e-09
0.416869	9.40481e-09
0.436516	1.07552e-08
0.457088	1.22689e-08
0.47863	1.39625e-08
0.501187	1.58538e-08
0.524807	1.79648e-08
0.549541	2.03157e-08
0.57544	2.29292e-08
0.60256	2.58353e-08
0.630957	2.90573e-08
0.660693	3.26233e-08
0.691831	3.65716e-08
0.724436	4.09284e-08
0.758578	4.57274e-08
0.794328	5.10149e-08
0.831764	5.68173e-08
0.870964	6.31716e-08
0.912011	7.01297e-08
0.954993	7.77106e-08
1	8.59542e-08
1.04713	9.49033e-08
1.09648	9.58876e-08
1.14815	1.05423e-07
1.20226	1.15656e-07
1.25893	1.26557e-07
1.31826	1.38169e-07
1.38038	1.50397e-07
1.44544	1.63287e-07
1.51356	1.76699e-07
1.58489	1.90627e-07
1.65959	2.04959e-07
1.7378	2.1956e-07
1.8197	2.14884e-07
1.90546	2.28533e-07
1.99526	2.4211e-07
2.0893	2.55499e-07
2.18776	2.68584e-07
2.29087	2.81252e-07
2.39883	2.69189e-07
2.51189	2.79849e-07
2.63027	2.89867e-07
2.75423	2.99167e-07
2.88403	2.82561e-07
3.01995	2.89703e-07
3.16228	2.96122e-07
3.31131	3.01823e-07
3.46737	2.8202e-07
3.63078	2.85948e-07
3.80189	2.89265e-07
3.98107	2.68646e-07
4.16869	2.70558e-07
4.36516	2.7194e-07
4.57088	2.51305e-07
4.7863	2.51757e-07
5.01187	2.51792e-07
5.24807	2.51464e-07
5.49541	2.31184e-07
5.7544	2.30259e-07
6.0256	2.29076e-07
6.30957	2.1005e-07
6.60693	2.08562e-07
6.91831	2.06903e-07
7.24436	2.05003e-07
7.58578	1.87356e-07
7.94328	1.85383e-07
8.31764	1.83267e-07
8.70964	1.6706e-07
9.12011	1.64989e-07
9.54993	1.62843e-07
10	1.60616e-07
10.4713	1.46092e-07
10.9648	1.43969e-07
11.4815	1.41798e-07
12.0226	1.28616e-07
12.5893	1.26562e-07
13.1826	1.24517e-07
13.8038	1.22456e-07
14.4544	1.10784e-07
15.1356	1.08867e-07
15.8489	1.06963e-07
16.5959	1.05065e-07
17.378	9.48537e-08
18.197	9.31344e-08
